atoll_idx,rf_idx,match_distance_m,lon,lat,x_m,y_m,atoll_dbm,rf_lon,rf_lat,rf_x_m,rf_y_m,rf_dbm,antenna_id,error_db,abs_error_db
373,70,9.579727286549886e-05,-79.02819968,-2.949038783,-79.02819968,-2.949038783,-98.375,-79.028108,-2.949011,-79.028108,-2.949011,-94.96,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4150000000000063,3.4150000000000063
374,71,0.00010066967330974701,-79.02790291,-2.949038255,-79.02790291,-2.949038255,-98.3125,-79.027806,-2.949011,-79.027806,-2.949011,-94.91,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4025000000000034,3.4025000000000034
375,72,0.00010556901049256488,-79.02760613,-2.949037726,-79.02760613,-2.949037726,-98.25,-79.027504,-2.949011,-79.027504,-2.949011,-94.87,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3799999999999955,3.3799999999999955
376,73,0.00011051020226324859,-79.02730936,-2.949037198,-79.02730936,-2.949037198,-98.25,-79.027202,-2.949011,-79.027202,-2.949011,-94.83,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4200000000000017,3.4200000000000017
377,74,0.00011449451499119977,-79.02701258,-2.949036669,-79.02701258,-2.949036669,-98.1875,-79.026901,-2.949011,-79.026901,-2.949011,-94.79,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3974999999999937,3.3974999999999937
378,75,0.00011947493293641597,-79.0267158,-2.94903614,-79.0267158,-2.94903614,-98.1875,-79.026599,-2.949011,-79.026599,-2.949011,-94.75,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4375,3.4375
379,76,0.00012448703635714663,-79.02641903,-2.949035611,-79.02641903,-2.949035611,-98.125,-79.026297,-2.949011,-79.026297,-2.949011,-94.71,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4150000000000063,3.4150000000000063
380,77,0.00012852628222450525,-79.02612225,-2.949035082,-79.02612225,-2.949035082,-98.0625,-79.025996,-2.949011,-79.025996,-2.949011,-94.67,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3924999999999983,3.3924999999999983
381,78,0.00013357295462485932,-79.02582548,-2.949034553,-79.02582548,-2.949034553,-98.0625,-79.025694,-2.949011,-79.025694,-2.949011,-94.63,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4325000000000045,3.4325000000000045
382,79,0.00013862537493423545,-79.0255287,-2.949034024,-79.0255287,-2.949034024,-98.0,-79.025392,-2.949011,-79.025392,-2.949011,-94.59,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4099999999999966,3.4099999999999966
383,80,0.00014271385684707272,-79.02523193,-2.949033494,-79.02523193,-2.949033494,-97.9375,-79.025091,-2.949011,-79.025091,-2.949011,-94.55,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.387500000000003,3.387500000000003
384,81,0.00014779135200272312,-79.02493515,-2.949032965,-79.02493515,-2.949032965,-97.9375,-79.024789,-2.949011,-79.024789,-2.949011,-94.51,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.427499999999995,3.427499999999995
386,82,0.0001468952716537027,-79.0243416,-2.949031906,-79.0243416,-2.949031906,-97.8125,-79.024487,-2.949011,-79.024487,-2.949011,-94.47,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.342500000000001,3.342500000000001
387,83,0.00014263306429700544,-79.02404483,-2.949031377,-79.02404483,-2.949031377,-97.8125,-79.024186,-2.949011,-79.024186,-2.949011,-94.43,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.382499999999993,3.382499999999993
388,84,0.00013739106924824575,-79.02374805,-2.949030847,-79.02374805,-2.949030847,-97.75,-79.023884,-2.949011,-79.023884,-2.949011,-94.39,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3599999999999994,3.3599999999999994
389,85,0.00013213956594962958,-79.02345128,-2.949030317,-79.02345128,-2.949030317,-97.75,-79.023582,-2.949011,-79.023582,-2.949011,-94.36,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3900000000000006,3.3900000000000006
390,86,0.00012689853798579623,-79.0231545,-2.949029788,-79.0231545,-2.949029788,-97.6875,-79.02328,-2.949011,-79.02328,-2.949011,-94.32,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.367500000000007,3.367500000000007
391,87,0.00012263672967743585,-79.02285773,-2.949029258,-79.02285773,-2.949029258,-97.625,-79.022979,-2.949011,-79.022979,-2.949011,-94.28,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.344999999999999,3.344999999999999
392,88,0.00011739627116991584,-79.02256095,-2.949028728,-79.02256095,-2.949028728,-97.625,-79.022677,-2.949011,-79.022677,-2.949011,-94.25,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.375,3.375
393,89,0.00011214652738597005,-79.02226418,-2.949028198,-79.02226418,-2.949028198,-97.5625,-79.022375,-2.949011,-79.022375,-2.949011,-94.21,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3525000000000063,3.3525000000000063
394,90,0.00010789523727206514,-79.0219674,-2.949027668,-79.0219674,-2.949027668,-97.5625,-79.022074,-2.949011,-79.022074,-2.949011,-94.18,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.382499999999993,3.382499999999993
395,91,0.00010264638166130731,-79.02167063,-2.949027137,-79.02167063,-2.949027137,-97.5,-79.021772,-2.949011,-79.021772,-2.949011,-94.14,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3599999999999994,3.3599999999999994
396,92,9.739855259879352e-05,-79.02137386,-2.949026607,-79.02137386,-2.949026607,-97.5,-79.02147,-2.949011,-79.02147,-2.949011,-94.11,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3900000000000006,3.3900000000000006
397,93,9.314828140924016e-05,-79.02107708,-2.949026077,-79.02107708,-2.949026077,-97.4375,-79.021169,-2.949011,-79.021169,-2.949011,-94.07,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.367500000000007,3.367500000000007
398,94,8.790188970736077e-05,-79.02078031,-2.949025546,-79.02078031,-2.949025546,-97.4375,-79.020867,-2.949011,-79.020867,-2.949011,-94.04,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3974999999999937,3.3974999999999937
399,95,8.26668564519516e-05,-79.02048353,-2.949025016,-79.02048353,-2.949025016,-97.375,-79.020565,-2.949011,-79.020565,-2.949011,-94.01,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.364999999999995,3.364999999999995
400,96,7.840830838866955e-05,-79.02018676,-2.949024485,-79.02018676,-2.949024485,-97.375,-79.020264,-2.949011,-79.020264,-2.949011,-93.97,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.405000000000001,3.405000000000001
401,97,7.317590057977523e-05,-79.01988998,-2.949023955,-79.01988998,-2.949023955,-97.3125,-79.019962,-2.949011,-79.019962,-2.949011,-93.94,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3725000000000023,3.3725000000000023
402,98,6.793570399066408e-05,-79.01959321,-2.949023424,-79.01959321,-2.949023424,-97.25,-79.01966,-2.949011,-79.01966,-2.949011,-93.91,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3400000000000034,3.3400000000000034
403,99,6.269830179509482e-05,-79.01929644,-2.949022893,-79.01929644,-2.949022893,-97.25,-79.019358,-2.949011,-79.019358,-2.949011,-93.88,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3700000000000045,3.3700000000000045
404,100,5.8454859881442654e-05,-79.01899966,-2.949022362,-79.01899966,-2.949022362,-97.25,-79.019057,-2.949011,-79.019057,-2.949011,-93.85,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.4000000000000057,3.4000000000000057
405,101,5.322370393776171e-05,-79.01870289,-2.949021831,-79.01870289,-2.949021831,-97.1875,-79.018755,-2.949011,-79.018755,-2.949011,-93.82,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.367500000000007,3.367500000000007
406,102,4.800793787850586e-05,-79.01840611,-2.9490213,-79.01840611,-2.9490213,-97.1875,-79.018453,-2.949011,-79.018453,-2.949011,-93.79,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3974999999999937,3.3974999999999937
407,103,4.376424295543929e-05,-79.01810934,-2.949020769,-79.01810934,-2.949020769,-97.125,-79.018152,-2.949011,-79.018152,-2.949011,-93.76,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.364999999999995,3.364999999999995
408,104,3.8553152184939436e-05,-79.01781257,-2.949020238,-79.01781257,-2.949020238,-97.125,-79.01785,-2.949011,-79.01785,-2.949011,-93.73,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.394999999999996,3.394999999999996
409,105,3.3365828867790955e-05,-79.01751579,-2.949019706,-79.01751579,-2.949019706,-97.0625,-79.017548,-2.949011,-79.017548,-2.949011,-93.7,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.362499999999997,3.362499999999997
410,106,2.9149803171350853e-05,-79.01721902,-2.949019175,-79.01721902,-2.949019175,-97.0625,-79.017247,-2.949011,-79.017247,-2.949011,-93.67,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3924999999999983,3.3924999999999983
411,107,2.400902016605533e-05,-79.01692224,-2.949018643,-79.01692224,-2.949018643,-97.0,-79.016945,-2.949011,-79.016945,-2.949011,-93.65,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3499999999999943,3.3499999999999943
412,108,1.891775473681327e-05,-79.01662547,-2.949018112,-79.01662547,-2.949018112,-97.0,-79.016643,-2.949011,-79.016643,-2.949011,-93.62,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3799999999999955,3.3799999999999955
413,109,1.4838679179324591e-05,-79.0163287,-2.94901758,-79.0163287,-2.94901758,-96.9375,-79.016342,-2.949011,-79.016342,-2.949011,-93.59,a6e7bd97-f8e5-4237-b430-ef1f265601df,3.3474999999999966,3.3474999999999966
