atoll_idx,rf_idx,match_distance_m,lon,lat,x_m,y_m,atoll_dbm,rf_lon,rf_lat,rf_x_m,rf_y_m,rf_dbm,antenna_id,error_db,abs_error_db
48051,54672,0.00015393660384848952,-78.90229178,-2.830741098,-78.90229178,-2.830741098,-90.9375,-78.902394,-2.830626,-78.902394,-2.830626,-105.78,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-14.842500000000001,14.842500000000001
48052,54673,0.00011896464989519859,-78.90187817,-2.830740345,-78.90187817,-2.830740345,-90.8125,-78.901911,-2.830626,-78.901911,-2.830626,-105.32,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-14.507499999999993,14.507499999999993
48053,54674,0.00011902593057604835,-78.90146455,-2.830739593,-78.90146455,-2.830739593,-90.5625,-78.901429,-2.830626,-78.901429,-2.830626,-105.41,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-14.847499999999997,14.847499999999997
48054,54675,0.0001540950005677131,-78.90105094,-2.83073884,-78.90105094,-2.83073884,-90.375,-78.900946,-2.830626,-78.900946,-2.830626,-105.44,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-15.064999999999998,15.064999999999998
48055,54676,0.0002072545402795988,-78.90063733,-2.830738087,-78.90063733,-2.830738087,-90.1875,-78.900463,-2.830626,-78.900463,-2.830626,-105.62,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-15.432500000000005,15.432500000000005
48057,54677,0.0002035474137847418,-78.89981011,-2.830736581,-78.89981011,-2.830736581,-89.8125,-78.899981,-2.830626,-78.899981,-2.830626,-105.39,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-15.5775,15.5775
48058,54678,0.00014954744927234232,-78.8993965,-2.830735828,-78.8993965,-2.830735828,-89.5625,-78.899498,-2.830626,-78.899498,-2.830626,-105.42,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-15.857500000000002,15.857500000000002
48059,54679,0.00011370598060365841,-78.89898288,-2.830735075,-78.89898288,-2.830735075,-89.375,-78.899015,-2.830626,-78.899015,-2.830626,-104.77,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-15.394999999999996,15.394999999999996
48060,54680,0.0001145534457816504,-78.89856927,-2.830734321,-78.89856927,-2.830734321,-89.1875,-78.898532,-2.830626,-78.898532,-2.830626,-104.86,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-15.6725,15.6725
48061,54681,0.00015078028746987973,-78.89815566,-2.830733567,-78.89815566,-2.830733567,-88.9375,-78.89805,-2.830626,-78.89805,-2.830626,-104.67,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-15.732500000000002,15.732500000000002
48062,54682,0.00020506519231572312,-78.89774205,-2.830732814,-78.89774205,-2.830732814,-88.75,-78.897567,-2.830626,-78.897567,-2.830626,-105.01,94fda027-a5c4-46bc-a0db-69e6471c8ba3,-16.260000000000005,16.260000000000005
