X_m,Y_m,Latitud,Longitud,RSRP_Ant1_dBm,RSRP_Ant2_dBm,RSRP_Ant3_dBm,RSRP_Max_dBm,PathLoss_Ant1_dB,PathLoss_Ant2_dB,PathLoss_Ant3_dB,PLOS_Ant1,PLOS_Ant2,PLOS_Ant3,Best_Antenna_ID
2220,500,-2.89347484584098,-78.9848961761124,-119.399489981276,-107.545547134594,-132.38875454353,-107.545547134594,155.38875454353,155.38875454353,155.38875454353,0.00789910116486914,0.00789910116486914,0.00789910116486914,2
2220,520,-2.89329487967462,-78.9848961761124,-119.219356076377,-107.697617997256,-132.422190167869,-107.697617997256,155.422190167869,155.422190167869,155.422190167869,0.00788378350327403,0.00788378350327403,0.00788378350327403,2
2220,540,-2.89311491350826,-78.9848961761124,-119.042578529639,-107.851735479229,-132.456798943041,-107.851735479229,155.456798943041,155.456798943041,155.456798943041,0.00786795921631158,0.00786795921631158,0.00786795921631158,2
2220,560,-2.8929349473419,-78.9848961761124,-118.869151707174,-108.007854460064,-132.492566143421,-108.007854460064,155.492566143421,155.492566143421,155.492566143421,0.00785163814189691,0.00785163814189691,0.00785163814189691,2
2220,580,-2.89275498117554,-78.9848961761124,-118.699068372915,-108.165929306774,-132.529476697182,-108.165929306774,155.529476697182,155.529476697182,155.529476697182,0.00783483031410636,0.00783483031410636,0.00783483031410636,2
2220,600,-2.89257501500918,-78.9848961761124,-118.532319726016,-108.325913927787,-132.567515205666,-108.325913927787,155.567515205666,155.567515205666,155.567515205666,0.00781754594753282,0.00781754594753282,0.00781754594753282,2
2220,620,-2.89239504884282,-78.9848961761124,-118.368895439831,-108.487761826464,-132.606665962785,-108.487761826464,155.606665962785,155.606665962785,155.606665962785,0.00779979542168477,0.00779979542168477,0.00779979542168477,2
2220,640,-2.89221508267646,-78.9848961761124,-118.208783702403,-108.65142615418,-132.646912974528,-108.65142615418,155.646912974528,155.646912974528,155.646912974528,0.00778158926542575,0.00778158926542575,0.00778158926542575,2
2220,660,-2.8920351165101,-78.9848961761124,-118.051971258285,-108.816859762764,-132.688239978416,-108.816859762764,155.688239978416,155.688239978416,155.688239978416,0.00776293814153009,0.00776293814153009,0.00776293814153009,2
2220,680,-2.89185515034374,-78.9848961761124,-117.898443451556,-108.984015256211,-132.73063046291,-108.984015256211,155.73063046291,155.73063046291,155.73063046291,0.00774385283138341,0.00774385283138341,0.00774385283138341,2
2220,700,-2.89167518417737,-78.9848961761124,-117.748184269932,-109.152845041623,-132.774067686768,-109.152845041623,155.774067686768,155.774067686768,155.774067686768,0.00772434421984311,0.00772434421984311,0.00772434421984311,2
